timestamp actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5
3895.133 -0.4377323569172276 -0.6653163122066041 0.623660356266796 2.833384511398461 1.1431690665510998 -0.056265152537563444 2.894742006492158 -1.3497978391519774 -4.735428914007942 0.4092295981856082 0.1445736098865295 0.1461193227194793 0.0 0.0 0.0 0.0 0.0 0.0
3895.143 -0.43772775888802135 -0.6653301236395939 0.6236679256757216 2.833369078833231 1.1431828112008915 -0.05627660374379793 2.190344951620409 -2.0827869328204023 -4.408809052986349 0.4370540758823598 0.12694105565626043 0.1443577386337787 0.0 0.0 0.0 0.0 0.0 0.0
3895.153 -0.43775178993761954 -0.6653200350600141 0.6236095160844564 2.8334518388743475 1.1430771923055716 -0.05619986299125752 2.3860053327394715 -2.1191484975760635 -4.306279868326067 0.43478710887000144 0.1283857955167142 0.14560292511130332 0.0 0.0 0.0 0.0 0.0 0.0
3895.163 -0.4377214619694628 -0.6653062487090698 0.6236445215495914 2.833375174981012 1.1430914650777462 -0.05614383294322499 2.5456119579124863 -1.8164722177552926 -4.7962417291710135 0.4315823016138093 0.13583112559476082 0.14178005161393087 0.0 0.0 0.0 0.0 0.0 0.0
3895.173 -0.4377259296013097 -0.6653247580078705 0.6236449525040042 2.8333879236714177 1.14309515062411 -0.0561963176809742 2.155542356505257 -1.7920661977822578 -4.7586524660059855 0.4232237588509603 0.123580395379196 0.1358596135228448 0.0 0.0 0.0 0.0 0.0 0.0
3895.183 -0.4377261833523173 -0.6653190063610339 0.6236541637245154 2.8333546310018396 1.1431785295042163 -0.056226552958104754 2.021857415032942 -1.695864335208316 -4.513765842387192 0.43470429338569716 0.11903866769437815 0.14706161863048497 0.0 0.0 0.0 0.0 0.0 0.0
3895.1929999999998 -0.4377275765991051 -0.6653291661307306 0.6236895666908207 2.8333047349011107 1.1431609613306963 -0.05627404543473023 2.3739871408710314 -1.8382620476963196 -4.526905303034319 0.4326767417765121 0.13159353132204565 0.14221321669892434 0.0 0.0 0.0 0.0 0.0 0.0
3895.203 -0.4377317488177608 -0.6653265910918837 0.6236700388029375 2.833348479505159 1.1430811794990579 -0.05620734286370786 2.2407300466289017 -2.2430215576736128 -4.505370892401072 0.4380012015502815 0.13147121713769308 0.13775779911607863 0.0 0.0 0.0 0.0 0.0 0.0
3895.2129999999997 -0.4377332869211099 -0.6653242811570934 0.6236482639341363 2.8333641696542067 1.143086332999173 -0.05620902363218931 2.1438207699321947 -1.902288498709638 -4.839503260802351 0.4366780290793383 0.1282733388683551 0.14698477554159178 0.0 0.0 0.0 0.0 0.0 0.0
3895.223 -0.437729084083892 -0.665307853665563 0.6236457076081587 2.833413081394752 1.1431205704375462 -0.05625054479318606 2.4669728479331128 -1.820291522782623 -4.509323317401144 0.4225466347278883 0.1274531680694006 0.140778685063641 0.0 0.0 0.0 0.0 0.0 0.0
3895.2329999999997 -0.4377151096515668 -0.6653287326638326 0.6236433383745534 2.8333756686641185 1.1431292219534566 -0.056170034103007485 2.414169792818416 -1.8314149822414016 -4.348428989077281 0.43053790362709493 0.1312609594080233 0.13983736676920902 0.0 0.0 0.0 0.0 0.0 0.0
3895.243 -0.4377189614036349 -0.6653192787214262 0.6236592288439108 2.833353437558783 1.1431410821048815 -0.05617127477292975 2.481638055769009 -1.9520975404917267 -4.1915674889990715 0.433287675670042 0.13525623541475024 0.14186824140324142 0.0 0.0 0.0 0.0 0.0 0.0
3895.2529999999997 -0.437733053728431 -0.6653237396998148 0.6236682827610943 2.833358465518403 1.1431028317080962 -0.05620874728613716 2.2396714698345996 -1.4742319301578806 -4.696400827754647 0.40847456590187026 0.11919047052424253 0.135936380870305 0.0 0.0 0.0 0.0 0.0 0.0
3895.263 -0.43772440633928206 -0.6653207979392071 0.623634503275036 2.833399022242287 1.1431177878923222 -0.05617148586865259 2.6176227996630503 -1.5193461800039694 -4.566182207305927 0.41955575541780465 0.14000976695316444 0.1288300590754866 0.0 0.0 0.0 0.0 0.0 0.0
3895.2729999999997 -0.4377217678710785 -0.6653147248095973 0.623668085669848 2.8333909760653535 1.143150465893147 -0.05626326704909255 2.5984971234306355 -0.9435223187725525 -4.826664427964987 0.41175279554225047 0.12797094366356576 0.11951921333099061 0.0 0.0 0.0 0.0 0.0 0.0
3895.283 -0.4377205374199723 -0.6653040547824464 0.6236903948105408 2.833324200296318 1.14307289694845 -0.05621870412987918 2.641501036958355 -1.0535418964423082 -4.667705141460429 0.42908232366690663 0.1277611944173167 0.1170218343419426 0.0 0.0 0.0 0.0 0.0 0.0
3895.2929999999997 -0.4377088923634754 -0.665318906013943 0.6236336104326125 2.8333650673929602 1.1431848348117228 -0.056133934331837006 2.843273831544434 -0.5754059200958774 -4.382093535680275 0.3989022786525016 0.1248019002861384 0.08492937682423571 0.0 0.0 0.0 0.0 0.0 0.0
3895.303 -0.43771483619915835 -0.6653086379231211 0.6236499743895807 2.8333970862768116 1.143079458542807 -0.05614309462138577 3.4076667252637334 2.9101208393098297 -4.351220769930454 0.3704847500141907 0.11289142797893074 -0.030581642770471623 0.0 0.0 0.0 0.0 0.0 0.0
3895.3129999999996 -0.4377376977005281 -0.6653089322715733 0.6236400980016458 2.8334137384278 1.1430842099218679 -0.0561478042795886 3.7398402806855597 6.175111531280787 -3.958613557292977 0.35564952345695566 0.16427799936624382 -0.06911479325812472 0.0 0.0 0.0 0.0 0.0 0.0
3895.323 -0.437769636755386 -0.6652887212315354 0.6236672479828038 2.8333884083731053 1.1430564440425195 -0.056202089918089365 4.639183921055957 6.287424943055647 -3.66554541586895 0.3815835865899802 0.18737912466442272 -0.075644861801772 0.0 0.0 0.0 0.0 0.0 0.0
3895.3329999999996 -0.43774366721086116 -0.6652784505831626 0.6236898332057109 2.833361811551654 1.1430263686767947 -0.05622232345510544 3.8296682663903696 3.862174884631773 -4.301609294783093 0.4029757014439523 0.1426290139383305 -0.012355388746895195 -0.0006978364109690072 0.0004591747647994581 1.265263139163922e-08 -1.5128064267911927e-08 5.920316519655272e-09 -0.0010489427892613982
3895.343 -0.4377634852356371 -0.6652976658482928 0.6237125401761795 2.833331016791199 1.143054128982974 -0.05627566430004818 3.057552810280722 1.3064351825376446 -4.198358556555004 0.45125898247905677 0.14423543763628802 0.0295339094953695 -0.0004692395728599111 0.001148592274236739 0.0012609052183362441 -0.001507536437743275 0.0005899899833331579 -0.001098171081840772
3895.3529999999996 -0.43777431408185696 -0.6652425377890614 0.6237135717221165 2.8333702497601836 1.1429508372703232 -0.05630371920809762 2.6629282616162673 0.8551742024413546 -4.29351753542781 0.47828233764971867 0.1518792500075596 0.06020445590402426 -0.00012969850425350704 0.0017227881778326315 0.002458196777637602 -0.0029391318744216295 0.0011503808825758096 -0.0009610467649443506
3895.363 -0.4377383544879479 -0.66523953559744 0.6237780135877978 2.833280730528751 1.1430363294307253 -0.05632569379454695 2.204711273854076 0.014646183952683356 -4.283711873980817 0.468858464040614 0.14314279463940913 0.0967817840234552 2.235472274718115e-05 0.00172648510717432 0.002613569599138051 -0.0031250339344158864 0.0012230143648412166 -0.0007809700637531881
