timestamp actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5
3065.239 -0.42442477149523783 -0.6700267557828876 0.6668062804526375 -2.890308946504431 -1.1149823632083147 0.1439463708957227 -0.6065111985448828 -1.8953523311632559 -3.1116105161556495 0.353586628528049 0.012298346278607725 0.08328135159180908 0.0 0.0 0.0 0.0 0.0 0.0
3065.249 -0.42444564649506894 -0.670045925624766 0.6668008982916929 -2.890317478627192 -1.114963297582551 0.14399994586395762 -0.9970821474769834 -1.9739637446468457 -3.337623591072299 0.3512199229743106 0.00450404770408484 0.07821968855032264 0.0 0.0 0.0 0.0 0.0 0.0
3065.259 -0.42445398827783826 -0.6700406675468586 0.6667808101532486 -2.8902906991117177 -1.1149361385985086 0.14395140519165722 -0.39578503364778467 -1.7957851187750293 -3.0130081405510403 0.3647297553597429 0.014171638837881577 0.07341507070106337 0.0 0.0 0.0 0.0 0.0 0.0
3065.269 -0.4244434753821555 -0.6700466663102427 0.6667805829097964 -2.890277896478916 -1.114991667022623 0.14393655498720226 -0.2835329843412503 -1.5660237197824134 -2.8401144021144247 0.35724051077523605 0.01739438266994602 0.07469000353013508 0.0 0.0 0.0 0.0 0.0 0.0
3065.279 -0.42444976477179197 -0.670058231735772 0.6667904677130031 -2.8903019535946872 -1.1149773101077238 0.14398683236193818 -0.7713296183446944 -2.102864447933994 -2.9233521417042367 0.3702341931690111 0.013763721016953258 0.08880816333872947 0.0 0.0 0.0 0.0 0.0 0.0
3065.2889999999998 -0.4244508333865779 -0.6700455038994795 0.6667475728936432 -2.890266379524714 -1.1149698290276662 0.1438853131023295 -0.748016752393595 -1.9044771794353732 -3.4188245741183083 0.35330481138654624 0.01007769181752046 0.0807998120051111 0.0 0.0 0.0 0.0 0.0 0.0
3065.299 -0.4244510409236448 -0.670046279626162 0.6667833461358716 -2.890308622714294 -1.1149813417155485 0.14394652360606686 -0.6001901115140573 -1.5350842070718451 -3.0925042108763554 0.3522593742171828 0.008920843809092596 0.07745712872272359 0.0 0.0 0.0 0.0 0.0 0.0
3065.3089999999997 -0.42446534277677883 -0.670016700415272 0.66678199184991 -2.8902954007279043 -1.1149174305451652 0.14394937288536902 -0.3238226793017678 -1.5995382124351236 -2.9127206007532855 0.34551254941425413 0.0180795594264839 0.08633704635028312 0.0 0.0 0.0 0.0 0.0 0.0
3065.319 -0.42443644024033056 -0.6700466904379954 0.6667563149765238 -2.8902835003272487 -1.1149966411172323 0.14387009159767566 -0.49559026350072816 -1.029288151195575 -2.8773604841224323 0.3329576226006613 0.019257539852640664 0.08481760569078378 0.0 0.0 0.0 0.0 0.0 0.0
3065.3289999999997 -0.42447282775775413 -0.6700388912241583 0.6667248213718199 -2.8902284548564237 -1.114899224326164 0.14385200669522186 -0.6308126153974062 -1.604951887726786 -2.8468746154284736 0.35079629668478035 -0.0010950396643367275 0.07853826663005638 0.0 0.0 0.0 0.0 0.0 0.0
3065.339 -0.4244460283462455 -0.6700612074834899 0.6667352842349252 -2.8902351773360238 -1.1150009403490004 0.14385994751819667 -0.6774262231004181 -1.773752153640036 -3.318954947705746 0.35465300836672875 0.014436403910077255 0.08236377413704792 0.0 0.0 0.0 0.0 0.0 0.0
3065.3489999999997 -0.4244496962871754 -0.6700351328087208 0.6667740766080104 -2.8903047261148638 -1.1149229263389218 0.14393642377697968 -0.623985865055452 -1.7852586759881488 -3.5166941036760906 0.35287617920278697 0.008384533662042204 0.07803507168803503 0.0 0.0 0.0 0.0 0.0 0.0
3065.359 -0.4244464554525351 -0.6700324360485922 0.6667644399511805 -2.8902672895074524 -1.1149897935784752 0.1438971284391139 -0.8246278599293788 -1.8549754527875775 -3.2060610246469277 0.36164225792801163 0.0049122091864822765 0.07337165043745189 0.0 0.0 0.0 0.0 0.0 0.0
3065.3689999999997 -0.4244672555971804 -0.6700297427758272 0.6667713342913308 -2.890287184550506 -1.114936147749081 0.14392175930687695 -0.66595145239602 -1.7609364962919751 -3.134787010322682 0.3510827893738171 0.009769307080793396 0.07383573438533171 0.0 0.0 0.0 0.0 0.0 0.0
3065.379 -0.42445815582557084 -0.6700253675460599 0.6667914101139318 -2.8902980106133085 -1.1149577483533688 0.1439731650456058 -0.7416182254366954 -1.8283983503074719 -3.3318212131311595 0.34483688546406693 0.003017141172993348 0.07826792334010235 0.0 0.0 0.0 0.0 0.0 0.0
3065.3889999999997 -0.4244526602348586 -0.6700440299929181 0.666774315934838 -2.890299080622458 -1.1149578496560055 0.14394726325005747 -0.42073505825629764 -1.8550150297956314 -3.1516551407397606 0.36166534440398734 0.01610054552820296 0.08041791249276795 0.0 0.0 0.0 0.0 0.0 0.0
3065.399 -0.4244479270260564 -0.6700599542307387 0.6667633484979671 -2.8902617900062793 -1.11500704395075 0.1439234241047362 -0.4331349142487755 -1.7409083789323252 -2.6673038365538653 0.35167497258628183 0.016715056506714926 0.07928092189491044 0.0 0.0 0.0 0.0 0.0 0.0
3065.4089999999997 -0.4244645165475306 -0.670021604280209 0.6667847463041475 -2.8903268972430762 -1.114908996451812 0.14395958114643684 -0.4878618633338723 -1.6494004791595505 -3.2862740180363614 0.35399970049582485 0.01439027970924904 0.07830288577862268 0.0 0.0 0.0 0.0 0.0 0.0
